!03511426-n	heelless	0.0	[0]
05916739-n	impression	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0]
05935292-n	recollection	0.0	[0, 0, 0, 0]
05936704-n	picture	0.0	[0]
05937524-n	image	0.0	[0]
05941423-n	belief	0.0	[0]
05942888-n	conviction	4.0	[0, 0, 0, 0.0, 20.0]
05945642-n	view	0.0	[0, 0, 0]
05945642-n	sentiment	0.0	[0]
05952678-n	superstition	-17.0	[0, 0, -34.0, -34.0]
05982152-n	intention	0.0	[0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0]
05982915-n	mind	0.0	[0, 0, 0]
05983463-n	view	0.0	[0]
05984287-n	education	0.0	[0]
05997814-n	realm	0.0	[0]
05997814-n	region	0.0	[0, 0]
05999797-n	science	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
06057539-n	anatomy	0.0	[0]
06059282-n	comparative anatomy	0.0	[0]
06060845-n	pathology	0.0	[0]
06206800-n	respect	34.0	[34.0]
06207199-n	reputation	0.0	[0, 0, 0, 0, 0]
06259487-n	foolscap	0.0	[0, 0, 0, 0]
06267145-n	newspaper	0.0	[0, 0, 0, 0, 0]
06268096-n	article	0.0	[0, 0, 0, 0]
06268357-n	column	0.0	[0, 0]
06268567-n	column	0.0	[0, 0]
06268567-n	leading article	0.0	[0, 0, 0]
06268567-n	leader	0.0	[0]
06341340-n	mr	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
06341431-n	mrs	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
06343117-n	title	0.0	[0, 0]
06368321-n	dime novel	0.0	[0]
06371413-n	legend	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0]
06396142-n	chapter	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
06400510-n	extract	0.0	[0, 0, 0, 0]
06403393-n	script	0.0	[0]
06407221-n	manuscript	0.0	[0, 0, 0, 0, 0]
06409562-n	essay	0.0	[0]
06423619-n	directory	0.0	[0, 0]
06425065-n	number	0.0	[0, 0, 0]
06431740-n	Holy Writ	0.0	[0]
06470073-n	document	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
06476475-n	telegraph form	0.0	[0]
06505517-n	copy	0.0	[0]
06514093-n	account	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
06514093-n	history	0.0	[0, 0]
06535222-n	legislation	0.0	[0]
06542047-n	ban	0.0	[0]
06596978-n	issue	0.0	[0, 0]
06599788-n	subject	0.0	[0, 0, 0, 0, 0, 0, 0]
06601327-n	significance	0.0	[0]
06604066-n	effect	0.0	[0]
06629610-n	au revoir	0.0	[0]
06632671-n	good morning	0.0	[0, 0, 0, 0.0, 0.0, 0]
06633205-n	visiting-card	0.0	[0]
06636524-n	record	0.0	[0]
06642138-n	word	0.0	[0, 0, 0]
06645039-n	footprint	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0]
06645039-n	footstep	0.0	[0, 0, 0]
06646628-n	shadow	0.0	[0.0, 0, 0, 0]
06647036-n	trace	0.0	[0, 0, 0]
06678302-n	print	0.0	[0, 0]
06683784-n	reporting	0.0	[0]
06688274-n	credit	3.6	[0, 20.0, 30.0, 0, -32.0]
06694540-n	testimonial	0.0	[0]
06739990-n	reason	0.0	[0, 0, 0, 0, 0, 0, 0]
06757289-n	fairy-tale	0.0	[0]
06765044-n	comment	0.0	[0, 0]
06778102-n	joke	13.5	[0, 27.0]
06782019-n	view	0.0	[0]
06782680-n	surmise	0.0	[0, 0, 0.0]
06784003-n	problem	0.0	[0, 0, 0, 0]
06784639-n	puzzle	0.0	[0]
06787150-n	address	0.0	[0, 0, 0, 0]
06797169-n	indication	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
06802785-n	clue	0.0	[0]
06825120-n	type	0.0	[0, 0]
06830997-n	initial	0.0	[0, 0, 0, 0, 0, 0, 0]
06941479-n	hottentot	0.0	[0]
07123552-n	shouting	0.0	[0, 0, 0]
07125096-n	oath	0.0	[0]
07125786-n	thunder	-45.5	[-47.0, -44.0]
07130341-n	whisper	0.0	[0, 0, 0]
07155661-n	dialect	0.0	[0]
07160424-n	curse	-42.666666666666664	[0, -64.0, -64.0]
07168623-n	order	0.0	[0, 0, 0, 0, 0, 0, 0]
07176804-n	accordance	0.0	[0, 0]
07177924-n	settlement	0.0	[0]
07186528-n	summons	0.0	[0, 0]
07196682-n	question	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
07218470-n	report	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
07221094-n	tale	4.0	[0, 0, 12.0]
07223985-n	talk	0.0	[0]
07229111-n	appreciation	34.0	[34.0]
07270718-n	post-mark	0.0	[0]
07270893-n	watermark	0.0	[0]
07279285-n	touch	0.0	[0, 0, 0]
07289956-n	episode	0.0	[0, 0]
07291794-n	end	0.0	[0, 0, 0, 0]
07292694-n	outcome	0.0	[0]
07294550-n	fruit	0.0	[0, 0]
07298154-n	surprise	0.0	[0, 0.0, 0.0, 0.0]
07308889-n	instance	0.0	[0, 0, 0, 0, 0, 0, 0]
07314838-n	catastrophe	-64.0	[-64.0]
07318133-n	undoing	0.0	[0]
07330007-n	fate	0.0	[0, 0]
07357388-n	improvement	34.0	[34.0]
07367812-n	interruption	0.0	[0, 0.0]
07372565-n	trouble	-34.0	[-34.0]
07376257-n	bang	0.0	[0]
07416714-n	occasion	0.0	[0, 0, 0, 0, 0.0, 0, 0]
07417405-n	emergency	-32.666666666666664	[0, -64.0, -34.0]
07420671-n	expense	-22.666666666666668	[0, -34.0, -34.0]
07423365-n	turn	0.0	[0, 0, 0]
07433973-n	distortion	-34.0	[-34.0]
07444495-n	tide	0.0	[0]
07480068-n	emotion	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0]
07490713-n	pleasure	34.0	[34.0, 34.0, 34.0]
07498210-n	taste	8.5	[0, 0, 0, 0, 0, 34.0, 34.0, 0]
07499930-n	good will	34.0	[34.0]
07500159-n	approval	34.0	[34.0]
07505676-n	indifference	0.0	[0, 0.0]
07508806-n	self-importance	0.0	[0]
07516354-n	anger	-64.0	[-64.0, -64.0, -64.0, -64.0]
07518261-n	vexation	-49.0	[-34.0, -64.0]
07520112-n	thrill	0.0	[0, 0.0]
07521039-n	reverence	34.0	[34.0]
07529377-n	glee	64.0	[64.0]
07536870-n	repentance	0.0	[0]
07542433-n	resignation	-34.0	[-34.0]
07544647-n	affection	64.0	[64.0]
07551052-n	humour	0.0	[0]
07555184-n	eagerness	11.333333333333334	[0, 0, 34.0]
07555863-n	food	0.0	[0, 0, 0, 0.0, 0.0, 0.0, 0.0]
07575076-n	luncheon	0.0	[0, 0]
07599998-n	gum	0.0	[0]
07885223-n	drink	0.0	[0]
07891726-n	wine	0.0	[0, 0, 0, 0]
07967982-n	race	0.0	[0, 0, 0, 0]
07971449-n	house	0.0	[0, 0, 0, 0]
07989373-n	married couple	0.0	[0]
07994941-n	pack	0.0	[0]
08054417-n	hospital	0.0	[0]
08055824-n	charity	0.0	[0]
08061042-n	business	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
08065234-n	industry	0.0	[0]
08079613-n	club	0.0	[0]
08101410-n	breed	0.0	[0]
08101410-n	strain	0.0	[0]
08101937-n	line	0.0	[0, 0, 0]
08166552-n	country	0.0	[0, 0]
08179689-n	world	0.0	[0, 0, 0, 0, 0, 0]
08184861-n	company	0.0	[0, 0]
08226335-n	city	0.0	[0]
08227214-n	club	0.0	[0]
08229779-n	hunt	0.0	[0, 0, 0]
08368907-n	generation	0.0	[0]
08369406-n	generation	0.0	[0, 0]
08377085-n	course	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
08385009-n	appointment	0.0	[0, 0, 0, 0, 0, 0.0, 0.0, 0, 0, 0]
08401248-n	branch	0.0	[0, 0, 0, 0]
08407140-n	public charity	0.0	[0]
08414119-n	jury	0.0	[0, 0]
08425303-n	traffic	0.0	[0, 0, 0, 0]
08438067-n	growth	0.0	[0]
08438533-n	wood	0.0	[0, 0, 0, 0]
08439955-n	staff	0.0	[0, 0, 0, 0]
08478851-n	vestry	0.0	[0]
08507558-n	origin	0.0	[0, 0]
08541288-n	clearing	0.0	[0]
08547544-n	crest	0.0	[0, 0, 0]
08552138-n	district	0.0	[0, 0, 0]
08558963-n	abode	0.0	[0]
08558963-n	residence	0.0	[0]
08566028-n	end	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
08568256-n	setting	0.0	[0]
08572467-n	head	0.0	[0]
08584218-n	den	0.0	[0]
08588699-n	thick	0.0	[0]
08593262-n	line	0.0	[0, 0]
08613733-n	open air	0.0	[0]
08625073-n	right	0.0	[0, 0, 0]
08628578-n	radius	0.0	[0]
08645033-n	country-side	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
08646566-n	stage	0.0	[0]
08657748-n	strand	0.0	[0, 0]
08664184-n	head	0.0	[0, 0, 0, 0, 0]
08672738-n	hamlet	0.0	[0, 0, 0]
08682575-n	west	0.0	[0]
08735705-n	Central America	0.0	[0]
08820121-n	canada	0.0	[0.0, 0, 0, 0]
08879388-n	newcastle	0.0	[0]
08880083-n	gloucester	0.0	[0]
08881944-n	devonshire	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
08884328-n	northumberland	0.0	[0, 0, 0]
09044862-n	the States	0.0	[0]
09181557-n	passion	0.0	[0]
09258715-n	fissure	0.0	[0]
09275473-n	europe	0.0	[0, 0, 0]
09279458-n	finding	0.0	[0]
09282724-n	froth	0.0	[0]
09316454-n	island	0.0	[0, 0, 0]
09358358-n	moon	0.0	[0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
09358751-n	moor	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
09358751-n	moorland	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0]
09376198-n	ocean	0.0	[0]
09385911-n	piece	0.0	[0]
09387222-n	course	0.0	[0]
09405787-n	goyal	0.0	[0, 0]
09407346-n	remains	0.0	[0, 0, 0]
09416076-n	stone	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
09433442-n	shore	0.0	[0]
09443281-n	line	0.0	[0, 0]
09449510-n	strip	0.0	[0]
09466280-n	world	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
09468604-n	valley	0.0	[0, 0, 0, 0]
09503682-n	nature	0.0	[0]
09504915-n	fate	0.0	[0]
09542339-n	devil	-64.0	[-64.0, -64.0, -64.0, -64.0, -64.0]
09542339-n	demon	-32.0	[0, -64.0]
09542339-n	fiend	-64.0	[-64.0, -64.0, -64.0, -64.0]
09547111-n	apparition	0.0	[0, 0, 0]
09608002-n	attendant	0.0	[0]
09617867-n	expert	9.714285714285714	[34.0, 0, 0, 0, 34.0, 0, 0]
09623038-n	leader	0.0	[0]
09636339-n	negro	0.0	[0, 0]
09792555-n	ancestor	0.0	[0, 0, 0]
09821831-n	attendant	0.0	[0, 0]
09840639-n	baronet	-0.723404255319149	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, -34.0]
09871229-n	son	0.0	[0]
09876454-n	brother	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
09877124-n	brother	0.0	[0]
09881613-n	bushman	0.0	[0]
09889691-n	candidate	0.0	[0]
09895701-n	caretaker	0.0	[0]
09908025-n	chap	7.25	[0, 0, 0, 29.0]
09909060-n	eccentric	0.0	[0]
09921409-n	sucker	-20.0	[-20.0]
09925592-n	claimant	0.0	[0]
09927451-n	clergyman	0.0	[0, 0, 0, 0, 0, 0, 0]
09928451-n	clerk	0.0	[0, 0, 0, 0]
09935990-n	colleague	0.0	[0, 0]
09936620-n	collector	0.0	[0]
09962966-n	convict	-13.6	[0, 0, 0, 0, 0, -34.0, -34.0, -34.0, -34.0, 0]
09971135-n	countryman	0.0	[0]
09972010-n	cousin	0.0	[0]
09985279-n	cutter	0.0	[0, 0]
09987696-n	dabbler	0.0	[0]
09989045-n	wench	0.0	[0]
09994943-n	deceased	0.0	[0]
10014939-n	manager	0.0	[0, 0, 0, 0, 0]
10026553-n	hall porter	0.0	[0]
10026553-n	porter	0.0	[0]
10070219-n	executor	0.0	[0]
10078131-n	enthusiast	64.0	[64.0, 64.0]
10079677-n	farrier	0.0	[0]
10126009-n	family practitioner	0.0	[0]
10150940-n	guest	0.0	[0, 0.0, 0, 0]
10184946-n	hope	14.25	[0, 0.0, 42.75]
10189278-n	house-physician	0.0	[0]
10196965-n	dreamer	0.0	[0]
10214230-n	invalid	-29.444444444444446	[0, -41.0, -47.333333333333336]
10236946-n	kinsman	0.0	[0]
10247358-n	lass	0.0	[0]
10249950-n	lawyer	0.0	[0, 0, 0, 0]
10256756-n	liberal	0.0	[0]
10270232-n	loiterer	0.0	[0]
10282482-n	maid	0.0	[0, 0, 0]
10282672-n	maid	0.0	[0, 0, 0, 0, 0]
10291822-n	man of action	0.0	[0]
10303814-n	mayor	0.0	[0]
10305635-n	medical officer	0.0	[0]
10305802-n	medical man	0.0	[0, 0, 0]
10307234-n	member	0.0	[0, 0, 0, 0, 0, 0]
10311021-n	messenger	0.0	[0, 0, 0.0, 0, 0]
10329675-n	monsieur	0.0	[0, 0]
10346514-n	naturalist	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
10357349-n	next-of-kin	0.0	[0, 0]
10379620-n	opponent	-34.0	[-34.0]
10388440-n	lord	8.333333333333334	[0, 0, 0, 0, 0, 50.0]
10388924-n	owner	0.0	[0]
10389398-n	possessor	0.0	[0]
10389398-n	owner	0.0	[0, 0, 0, 0]
10410996-n	peasant	0.0	[0]
10431625-n	picker	0.0	[0]
10453533-n	pope	0.0	[0]
10455447-n	porter	0.0	[0, 0, 0, 0, 0, 0]
10459575-n	postmaster	0.0	[0, 0, 0, 0, 0]
10461424-n	power	0.0	[0, 0, 0.0, 0.0, 0.0]
10462860-n	practitioner	0.0	[0, 0, 0, 0, 0]
10476086-n	captive	0.0	[0]
10522035-n	representative	0.0	[0]
10526096-n	reveller	0.0	[0, 0, 0]
10536897-n	roisterer	0.0	[0]
10546850-n	saint	0.0	[0]
10555430-n	black sheep	-64.0	[-64.0]
10561222-n	scion	0.0	[0]
10587605-n	shepherd	0.0	[0, 0, 0, 0.0]
10601526-n	sir	0.8070175438596491	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 34.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 34.0, 0.0, 70.0]
10631941-n	specialist	8.5	[0, 34.0, 0, 0]
10636598-n	spirit	0.0	[0, 0]
10642151-n	spy	0.0	[0, 0, 0, 0]
10661002-n	unknown	0.0	[0, 0, 0.0]
10665698-n	student	0.0	[0, 0]
10693646-n	cabman	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
10700201-n	tenant	0.0	[0, 0]
10700517-n	tenant	0.0	[0, 0, 0]
10707804-n	thief	-56.095238095238095	[-34.0, -34.0, 0, -64.0, -81.0, -100.0, -100.0, -64.0, -42.666666666666664, -74.0, -34.0, -49.0, -46.333333333333336, -62.333333333333336]
10732314-n	trustee	0.0	[0, 0, 0]
10736091-n	uncle	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
10740868-n	nouveau riche	0.0	[0]
10763383-n	waiter	0.0	[0, 0, 0]
10780506-n	widower	0.0	[0, 0]
10782940-n	winner	34.0	[34.0]
10801291-n	composer	0.0	[0, 0]
10803586-n	yeoman	0.0	[0]
10804287-n	young man	0.0	[0, 0, 0, 0]
10849213-n	bertillon	0.0	[0]
11410625-n	effect	4.54	[0, 0, 0, 0, 0.0, 0.0, 0.0, 22.7, 0.0, 22.7]
11465888-n	haze	0.0	[0, 0]
11498203-n	thrust	0.0	[0]
11508092-n	fume	0.0	[0]
11515526-n	breaking point	0.0	[0]
11661372-n	yew	0.0	[0, 0]
11798978-n	ivy	0.0	[0, 0, 0, 0]
13246662-n	land	0.0	[0, 0]
13263779-n	legacy	0.0	[0]
13270038-n	donation	0.0	[0]
13315999-n	tariff	0.0	[0, 0]
13317611-n	protective tariff	0.0	[0]
13342692-n	speculation	0.0	[0]
13343526-n	stake	0.0	[0, 0, 0]
13370938-n	fortune	21.444444444444443	[0, 0, 0, 34.0, 34.0, 0.0, 34.0, 34.0, 57.0]
13387479-n	change	0.0	[0]
13389763-n	shilling	0.0	[0, 0, 0, 0, 0]
13390525-n	halfpenny	0.0	[0]
13412321-n	register	0.0	[0]
13413493-n	value	0.0	[0, 0]
13489037-n	development	0.0	[0, 0.0]
13556893-n	smoke	0.0	[0, 0, 0, 0, 0, 0, 0]
13597280-n	no	0.0	[0, 0]
13650447-n	yard	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
13652066-n	league	0.0	[0]
13661273-n	dollar	0.0	[0, 0]
13713300-n	inch	0.0	[0]
13720096-n	pound	0.0	[0, 0, 0]
13743269-n	two	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
13743605-n	twain	0.0	[0]
13743605-n	pair	0.0	[0, 0, 0, 0]
13744044-n	three	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
13744304-n	four	0.0	[0, 0]
13744521-n	five	0.0	[0, 0, 0]
13746512-n	ten	0.0	[0, 0, 0]
13761407-n	bit	0.0	[0, 0]
13774404-n	deal	0.0	[0, 0, 0]
13774404-n	great deal	0.0	[0, 0]
13774404-n	heap	0.0	[0]
13776432-n	million	0.0	[0, 0]
13776432-n	thousand	0.0	[0, 0, 0, 0, 0]
13790912-n	basis	0.0	[0]
13809207-n	part	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
13809920-n	detail	0.75	[0, 0, 0, 3.0]
13810818-n	residue	0.0	[0, 0]
13815342-n	scale	0.0	[0]
13846199-n	first	0.0	[0, 0]
13867641-n	curve	0.0	[0]
13875392-n	ring	0.0	[0, 0]
13887509-n	angle	0.0	[0, 0]
13904506-n	dip	0.0	[0, 0]
13910384-n	space	0.0	[0, 0, 0, 0, 0, 0]
13923779-n	health	0.0	[0, 0, 0, 0]
13926786-n	place	0.0	[0, 0, 0]
13929588-n	company	0.0	[0, 0, 0, 0]
13939892-n	length	0.0	[0]
13968547-n	order	0.0	[0]
13971382-n	community of interests	0.0	[0]
13978709-n	uproar	-17.0	[0, -34.0]
13998966-n	cage	0.0	[0]
14005892-n	stream	0.0	[0, 0, 0]
14007546-n	agency	0.0	[0, 0, 0, 0.0]
14016361-n	fatigue	-34.0	[-34.0]
14017206-n	exhaustion	-49.0	[-64.0, -34.0]
14038993-n	desire	0.0	[0, 0.0]
14050143-n	energy	6.8	[0, 0, 34.0, 0, 0]
14061805-n	illness	-42.625	[-34.0, -43.0, -61.0, -32.5]
14070360-n	disease	0.0	[0]
14081375-n	attack	-27.5	[0, -55.0]
14144960-n	yellow fever	0.0	[0]
14145501-n	cold	0.0	[0]
14299637-n	symptom	0.0	[0]
14359174-n	cough	0.0	[0]
14369744-n	dyspnoea	0.0	[0]
14370122-n	breathlessness	0.0	[0]
14374432-n	anxiety	-34.0	[-34.0, -34.0]
14404160-n	depression	-64.0	[-64.0]
14410089-n	stress	-64.0	[-64.0]
14414980-n	solitude	0.0	[0]
14420954-n	conjunction	0.0	[0]
14436875-n	honour	43.2	[34.0, 34.0, 64.0, 34.0, 50.0]
14437134-n	glory	34.0	[34.0]
14438125-n	repute	0.0	[0]
14438788-n	name	0.0	[0, 0, 0, 0, 0.0]
14439294-n	reputation	0.0	[0]
14455847-n	thin air	0.0	[0]
14473655-n	good fortune	64.0	[64.0]
14475405-n	bad luck	-34.0	[-34.0]
14481929-n	possibility	0.0	[0, 0, 0, 0.0, 0, 0.0, 0, 0]
14483917-n	opportunity	25.814814814814817	[0, 34.0, 0, 0.0, 34.0, 34.0, 34.0, 34.0, 62.333333333333336]
14489699-n	prosperity	34.0	[34.0]
14490564-n	debt	0.0	[0]
14491271-n	wealth	11.333333333333334	[0, 34.0, 0]
14524849-n	atmosphere	0.0	[0, 0, 0]
14525365-n	gloom	-54.0	[-64.0, -34.0, -64.0]
14585519-n	particle	0.0	[0]
14698884-n	gravel	0.0	[0, 0, 0, 0]
14702875-n	gum	0.0	[0]
14704966-n	paste-	0.0	[0]
14715356-n	shag	0.0	[0, 0]
14763329-n	patent leather	0.0	[0]
14769160-n	ash	0.0	[0, 0, 0, 0.0, 0.0, 0]
14814616-n	coal	0.0	[0]
14821043-n	conductor	0.0	[0]
14842992-n	ground	0.0	[0]
14856263-n	waste	0.0	[0]
14917635-n	ink	0.0	[0, 0, 0, 0, 0, 0]
15094053-n	waste paper	0.0	[0]
15113229-n	period	0.0	[0, 0, 0]
15117516-n	hours	0.0	[0]
15121302-n	old	0.0	[0, 0]
15140405-n	lifetime	0.0	[0]
15141059-n	days	0.0	[0]
15155220-n	twenty-four hours	0.0	[0]
15155891-n	tomorrow	0.0	[0, 0, 0, 0, 0]
15156001-n	to-day	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
15159583-n	date	0.0	[0, 0, 0, 0, 0, 0.0]
15160579-n	date	0.0	[0, 0, 0, 0, 0]
15169248-n	sundown	0.0	[0, 0]
15172212-n	space	0.0	[0]
15186412-n	michaelmas	0.0	[0]
15204983-n	decade	0.0	[0]
15210870-n	march	0.0	[0, 0, 0]
15243351-n	long run	0.0	[0]
15245829-n	occasion	0.0	[0, 0, 0, 0, 0]
15246853-n	second	0.0	[0]
15260651-n	reign of terror	-64.0	[-64.0]
15280497-n	pace	0.0	[0, 0]
76000000-x	by thunder	-47.333333333333336	[-49.0, -47.0, -46.0, -49.0, -47.0, -46.0]
76000000-x	dear me	0.0	[0, 0, 0, 0, 0.0, 0]
76000009-x	good	32.666666666666664	[64.0, 0, 34.0]
76000009-x	excellent	95.0	[95.0]
76000009-x	come along	60.0	[60.0]
77000074-n	either	0.0	[0, 0]
77000090-n	how-	0.0	[0, 0]
77000099-n	everyone	0.0	[0, 0, 0]
77000137-n	nobody	0.0	[0, 0]
80000001-n	within	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
80000217-v	distance	0.0	[0]
80000413-n	watson	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
80000579-n	particulars	0.0	[0, 0, 0]
80000580-n	by-word	0.0	[0]
80000606-v	have to	0.0	[0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0]
80000666-x	thank you	17.0	[0, 34.0, 34.0, 34.0, 0, 0]
80000677-n	paper	0.0	[0, 0, 0]
80000707-r	why not	0.0	[0, 0, 0]
80000732-n	dr	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
80000821-r	until	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0]
80000884-n	action	0.0	[0, 0, 0]
